Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,STOP,178.445,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,5348,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Engaging with Environment,Affiliative,STOP,181.314,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,5434,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,START,201.001,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,6025,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,STOP,209.242,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,6271,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Engaging with Environment,Affiliative,START,209.776,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,6287,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,START,213.146,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,6388,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,STOP,248.915,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,7460,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Engaging with Environment,Affiliative,STOP,250.283,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,7501,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,START,268.869,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,8058,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,START,271.404,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,8134,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,STOP,362.229,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,10856,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,START,362.762,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,10872,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,STOP,376.176,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,11274,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,STOP,377.010,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,11299,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,START,388.588,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,11646,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,STOP,397.264,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,11906,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,START,425.592,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,12756,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,START,429.262,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,12865,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,START,440.573,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,13204,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,STOP,440.573,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,13204,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Joint Movement,Affiliative,START,554.854,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,16629,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Active Engagement,Affiliative,STOP,560.627,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,16802,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,START,561.027,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,16814,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Joint Movement,Affiliative,STOP,561.094,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,16816,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Horse: Active Engagement,Affiliative,STOP,613.404,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,18384,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,2025-01-21 15:21:38,,611.936,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,0.0,613.413,613.413,,Human: Passive Engagement,Neutral,STOP,613.404,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v4.MP4,18384,NA,
