Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,STOP,45.012,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,1350,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,45.679,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,1369,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,49.783,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,1492,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Passive Engagement,Neutral,STOP,50.651,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,1518,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,59.059,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,1770,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,59.526,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,1784,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,101.802,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,3051,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,START,102.069,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,3059,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,STOP,111.278,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,3335,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,111.645,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,3346,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,112.312,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,3366,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,115.782,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,3470,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,332.566,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,9967,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,333.667,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,10000,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,337.671,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,10120,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Passive Engagement,Neutral,START,338.038,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,10131,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,340.874,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,10216,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Passive Engagement,Neutral,START,341.208,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,10226,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,419.986,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,12587,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Passive Engagement,Neutral,STOP,419.986,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,12587,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Passive Engagement,Neutral,STOP,422.389,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,12659,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,422.555,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,12664,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,437.971,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,13126,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,440.740,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,13209,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,445.545,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,13353,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,446.313,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,13376,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,479.012,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,14356,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Leaving/Avoiding Horses,Avoidant,START,481.881,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,14442,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,485.719,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,14557,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Leaving/Avoiding Horses,Avoidant,STOP,487.754,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,14618,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,523.590,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,15692,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,526.026,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,15765,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,585.652,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,17552,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,586.352,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,17573,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,START,587.053,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,17594,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,589.856,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,17678,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,START,596.529,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,17878,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Passive Engagement,Neutral,START,597.330,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,17902,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,STOP,604.270,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,18110,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Passive Engagement,Neutral,START,604.604,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,18120,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Passive Engagement,Neutral,STOP,669.002,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,20050,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,669.536,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,20066,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Passive Engagement,Neutral,STOP,671.271,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,20118,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,671.804,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,20134,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,STOP,735.501,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,22043,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,START,736.135,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,22062,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Engaging with Environment,Affiliative,STOP,751.451,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,22521,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,STOP,755.388,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,22639,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Horse: Active Engagement,Affiliative,START,787.353,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,23598,NA,
D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,2025-01-21 15:21:38,,1404.637,Media file(s),player #1:D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,0.0,1442.141,1442.141,,Human: Active Engagement,Affiliative,START,787.887,D:\Videos from Trainings\Original Files\Sweden October 2020\Saxtorp_10_20_HorseHuman_v3.MP4,23613,NA,
