Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,295.395,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,8853,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Active Engagement,Affiliative,START,295.896,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,8868,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Active Engagement,Affiliative,STOP,308.575,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,9248,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Leaving/Avoiding Humans,Avoidant,START,309.242,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,9268,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Leaving/Avoiding Humans,Avoidant,STOP,333.733,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,10002,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Active Engagement,Affiliative,START,401.735,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,12040,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,START,406.172,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,12173,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,STOP,424.791,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,12732,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,START,435.402,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,13049,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,STOP,447.347,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,13407,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,START,450.684,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,13507,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,STOP,456.022,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,13667,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,START,459.859,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,13782,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Positive Response,Affiliative,STOP,466.032,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,13967,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Momentary retreat,Avoidant,POINT,470.170,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,14091,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Human: Active Engagement,Affiliative,STOP,594.094,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,17805,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Horse: Active Engagement,Affiliative,STOP,594.894,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,17829,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Human: Leaving/Avoiding Horses,Avoidant,START,595.395,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,17844,NA,
D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,2025-01-21 15:01:46,,897.563,Media file(s),player #1:D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,0.0,1055.054,1055.054,,Human: Leaving/Avoiding Horses,Avoidant,STOP,598.264,D:\Videos from Trainings\Original Files\Norway August 2021\Horses and Humans\Camera 2\Norway_L1_horse_human_pasture2_v4_08_08_21.MP4,17930,NA,
